URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://fhir.meuhedet.co.il/code/lab-result,0.1.0,draft,,MeuhedetLabResultCode,Meuhedet Lab Result Code,"List of Lab result codes for Meuhadet HMO",
