URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://ig.fhir-il-community.org/LRC/CodeSystem/meuhedet-lab-result-code,1.0.0,draft,,MeuhedetLabResultCode,Meuhedet Lab Result Code,"List of Lab result codes for Meuhadet HMO",
